"customerkey","geographykey","fullname","gender","birthdate","yearlyincome","datefirstpurchase","city","state","region","postalcode"
20277,36,"MaryHall","F","1943-01-25","30000.00","2022-05-03","Melton","Victoria","Australia","3337"
20278,311,"AlishaOliver","F","1983-03-04","40000.00","2022-03-03","Concord","California","United States","94519"
20279,326,"TrevorHenderson","M","1982-07-11","40000.00","2022-03-16","Grossmont","California","United States","91941"
20280,53,"JoshuaHarris","M","1985-03-06","30000.00","2022-03-16","Metchosin","British Columbia","Canada","V9"
20281,607,"KarlXie","M","1984-10-25","40000.00","2022-06-18","Ballard","Washington","United States","98107"
20282,11,"TrishaXu","F","1944-06-30","40000.00","2022-07-05","North Ryde","New South Wales","Australia","2113"
20283,14,"KatieShen","F","1951-12-05","40000.00","2020-11-06","Rhodes","New South Wales","Australia","2138"
20284,14,"DeannaAshe","F","1948-12-09","60000.00","2020-11-11","Rhodes","New South Wales","Australia","2138"
20285,623,"AaronAlexander","M","1982-04-20","40000.00","2022-12-13","Kirkland","Washington","United States","98033"
20286,298,"StaceyWu","F","1982-05-05","40000.00","2022-04-24","Bellflower","California","United States","90706"
20287,307,"DestinySimmons","F","1982-05-20","40000.00","2022-09-11","Chula Vista","California","United States","91910"
20288,329,"JeremiahEdwards","M","1981-07-22","40000.00","2022-11-09","Imperial Beach","California","United States","91932"
20289,339,"JadaRichardson","F","1981-12-09","40000.00","2022-08-22","Mill Valley","California","United States","94941"
20290,369,"AustinSimmons","M","1982-06-22","40000.00","2022-04-09","Santa Monica","California","United States","90401"
20291,358,"AlexisWalker","F","1981-05-02","40000.00","2022-06-23","San Carlos","California","United States","94070"
20292,314,"KatherineRoss","F","1985-07-16","30000.00","2022-10-30","Daly City","California","United States","94015"
20293,339,"RachelJackson","F","1979-11-02","30000.00","2022-09-15","Mill Valley","California","United States","94941"
20294,385,"JuliaDavis","F","1985-08-10","30000.00","2022-09-13","Woodland Hills","California","United States","91364"
20295,642,"ChristopherBrown","M","1979-05-03","60000.00","2022-06-13","Tacoma","Washington","United States","98403"
20296,302,"MorganDiaz","F","1978-08-27","60000.00","2022-05-30","Burlingame","California","United States","94010"
20297,299,"ValerieWu","F","1978-09-10","130000.00","2022-03-12","Berkeley","California","United States","94704"
20298,301,"EdgarArun","M","1978-04-02","150000.00","2023-01-26","Burbank","California","United States","91502"
20299,54,"MeganCook","F","1974-05-06","90000.00","2022-04-13","N. Vancouver","British Columbia","Canada","V7L 4J4"
20300,68,"XavierGarcia","M","1973-12-21","90000.00","2022-09-25","Vancouver","British Columbia","Canada","V7L 4J4"
20301,609,"GloriaBradley","F","1979-10-19","90000.00","2022-05-23","Bellingham","Washington","United States","98225"
20302,302,"TashaAndersen","F","1979-11-16","130000.00","2022-03-24","Burlingame","California","United States","94010"
20303,310,"BryceMorgan","M","1973-10-23","160000.00","2022-03-24","Colma","California","United States","94014"
20304,644,"JesseEdwards","M","1985-02-19","40000.00","2022-06-19","Walla Walla","Washington","United States","99362"
20305,298,"CalebRoss","M","1985-06-24","30000.00","2022-10-06","Bellflower","California","United States","90706"
20306,311,"MaryBaker","F","1985-05-11","30000.00","2022-05-01","Concord","California","United States","94519"
20307,312,"NatalieBlue","F","1984-09-19","30000.00","2022-06-09","Coronado","California","United States","92118"
20308,335,"PieterUittenbogaard","F","1985-04-24","30000.00","2022-03-18","Lemon Grove","California","United States","91945"
20309,7,"CristinaSharma","F","1955-11-08","10000.00","2023-01-04","Malabar","New South Wales","Australia","2036"
20310,337,"TimothyRamirez","M","1984-10-01","60000.00","2022-06-19","Long Beach","California","United States","90802"
20311,338,"ColeBell","M","1984-08-10","60000.00","2022-11-17","Los Angeles","California","United States","90012"
20312,54,"RyanLewis","M","1983-11-19","40000.00","2022-05-06","N. Vancouver","British Columbia","Canada","V7L 4J4"
20313,536,"OscarBennett","M","1984-05-10","40000.00","2022-12-02","Beaverton","Oregon","United States","97005"
20314,17,"RussellDeng","M","1953-05-12","10000.00","2022-11-22","St. Leonards","New South Wales","Australia","2065"
20315,644,"DevinRamirez","M","1984-02-22","40000.00","2022-06-15","Walla Walla","Washington","United States","99362"
20316,29,"SuzanneZhang","F","1952-03-12","20000.00","2022-02-26","Findon","South Australia","Australia","5023"
20317,4,"AlexGreen","M","1951-11-19","20000.00","2022-03-28","Goulburn","New South Wales","Australia","2580"
20318,54,"AmandaTurner","F","1982-10-30","60000.00","2021-02-03","N. Vancouver","British Columbia","Canada","V7L 4J4"
20319,612,"DylanAlexander","M","1977-05-05","60000.00","2022-06-14","Burien","Washington","United States","98168"
20320,298,"MindyNath","F","1977-04-03","60000.00","2022-06-07","Bellflower","California","United States","90706"
20321,301,"ColleenChen","F","1977-04-01","60000.00","2022-06-10","Burbank","California","United States","91502"
20322,627,"RachelWood","F","1968-10-15","90000.00","2022-12-25","Marysville","Washington","United States","98270"
20323,634,"JustinColeman","M","1969-03-31","90000.00","2022-03-21","Redmond","Washington","United States","98052"
20324,298,"AshleyRodriguez","F","1974-09-15","100000.00","2022-03-29","Bellflower","California","United States","90706"
20325,345,"CharlesWilliams","M","1968-07-19","130000.00","2022-10-31","Newport Beach","California","United States","92625"
20326,358,"PaigeBlue","F","1969-02-07","130000.00","2022-04-28","San Carlos","California","United States","94070"
20327,358,"SophiaPerez","F","1974-04-08","130000.00","2022-05-18","San Carlos","California","United States","94070"
20328,359,"SierraCarter","F","1980-05-13","150000.00","2022-08-18","San Diego","California","United States","92102"
20329,383,"JoseYang","M","1974-12-08","160000.00","2022-10-23","West Covina","California","United States","91791"
20330,65,"NathanThomas","M","1973-06-01","80000.00","2022-12-31","Shawnee","British Columbia","Canada","V9B 5T2"
20331,609,"JeremyCox","M","1967-12-04","90000.00","2022-05-29","Bellingham","Washington","United States","98225"
20332,609,"DannyNavarro","M","1967-10-30","90000.00","2022-09-11","Bellingham","Washington","United States","98225"
20333,614,"AbigailGonzales","F","1968-04-16","100000.00","2022-11-15","Edmonds","Washington","United States","98020"
20334,298,"JeremiahMitchell","M","1973-05-10","110000.00","2022-02-13","Bellflower","California","United States","90706"
20335,310,"AdamGonzales","M","1967-11-02","110000.00","2022-09-23","Colma","California","United States","94014"
20336,311,"IanYoung","M","1973-12-06","110000.00","2022-12-15","Concord","California","United States","94519"
20337,331,"XavierHall","M","1979-04-02","120000.00","2022-03-04","La Jolla","California","United States","92806"
20338,334,"AnnaJames","F","1967-07-20","130000.00","2022-10-21","Lakewood","California","United States","90712"
20339,337,"KaitlynHughes","F","1968-01-23","130000.00","2022-03-27","Long Beach","California","United States","90802"
20340,343,"MakaylaKelly","F","1967-09-24","130000.00","2022-03-31","National City","California","United States","91950"
20341,52,"TylerSmith","M","1966-08-21","70000.00","2022-07-28","Langley","British Columbia","Canada","V3A 4R2"
20342,611,"AimeeLu","F","1966-09-13","80000.00","2022-10-07","Bremerton","Washington","United States","98312"
20343,623,"SierraHill","F","1966-11-30","90000.00","2022-02-06","Kirkland","Washington","United States","98033"
20344,300,"AshleeAnand","F","1967-04-14","110000.00","2022-03-08","Beverly Hills","California","United States","90210"
20345,300,"ReginaMartinez","F","1972-07-14","110000.00","2022-04-12","Beverly Hills","California","United States","90210"
20346,359,"AngelicaWashington","F","1966-10-03","130000.00","2022-04-20","San Diego","California","United States","92102"
20347,361,"SavannahRoberts","F","1978-03-12","160000.00","2022-04-20","San Gabriel","California","United States","91776"
20348,372,"ChloeEvans","F","1983-09-07","160000.00","2022-04-08","Spring Valley","California","United States","91977"
20349,347,"NicoleHarris","F","1961-06-10","60000.00","2022-07-04","Novato","California","United States","94947"
20350,59,"IsabellaCampbell","F","1960-08-01","60000.00","2021-02-27","Oak Bay","British Columbia","Canada","V8P"
20351,298,"MariaGonzalez","F","1960-12-20","70000.00","2022-09-20","Bellflower","California","United States","90706"
20352,536,"MelissaFoster","F","1960-11-06","70000.00","2022-04-16","Beaverton","Oregon","United States","97005"
20353,331,"AllisonPhillips","F","1960-04-14","80000.00","2022-04-19","La Jolla","California","United States","92806"
20354,43,"AustinWilliams","M","1960-05-01","80000.00","2022-05-27","Burnaby","British Columbia","Canada","V3J 6Z3"
20355,548,"MelanieGray","F","1959-10-29","80000.00","2022-10-02","Salem","Oregon","United States","97301"
20356,536,"LouisLu","M","1941-01-04","40000.00","2022-12-15","Beaverton","Oregon","United States","97005"
20357,627,"JulianPrice","F","1941-01-28","50000.00","2022-06-20","Marysville","Washington","United States","98270"
20358,644,"BrianMurphy","M","1946-09-10","50000.00","2022-05-03","Walla Walla","Washington","United States","99362"
20359,298,"RachelBlue","F","1940-08-31","60000.00","2022-06-07","Bellflower","California","United States","90706"
20360,329,"BriannaRussell","F","1940-10-20","120000.00","2022-08-22","Imperial Beach","California","United States","91932"
20361,612,"JonathonMoreno","M","1942-04-02","50000.00","2022-02-14","Burien","Washington","United States","98168"
20362,644,"SethGonzalez","M","1942-06-14","60000.00","2022-11-11","Walla Walla","Washington","United States","99362"
20363,314,"AlexanderBrown","M","1941-09-02","90000.00","2022-11-11","Daly City","California","United States","94015"
20364,383,"AnnaJackson","F","1941-08-26","130000.00","2022-12-21","West Covina","California","United States","91791"
20365,609,"IsaacScott","M","1966-01-24","90000.00","2023-01-26","Bellingham","Washington","United States","98225"
20366,326,"MarcusPowell","M","1971-08-31","120000.00","2022-02-24","Grossmont","California","United States","91941"
20367,334,"JessicaAnderson","F","1976-08-16","120000.00","2022-11-30","Lakewood","California","United States","90712"
20368,372,"ThomasJackson","M","1960-03-04","80000.00","2022-05-06","Spring Valley","California","United States","91977"
20369,539,"TrevorBarnes","M","1965-08-19","80000.00","2022-05-08","Corvallis","Oregon","United States","97330"
20370,618,"BlakeYoung","M","1960-01-29","70000.00","2022-05-08","Issaquah","Washington","United States","98027"
20371,358,"GraceBryant","F","1959-08-17","60000.00","2022-06-15","San Carlos","California","United States","94070"
20372,542,"KaitlynEdwards","F","1965-10-18","60000.00","2022-06-12","Lake Oswego","Oregon","United States","97034"
20373,52,"MorganWilliams","F","1965-01-13","60000.00","2021-03-28","Langley","British Columbia","Canada","V3A 4R2"
20374,322,"FernandoAdams","M","1959-12-13","60000.00","2022-05-31","Fremont","California","United States","94536"
20375,71,"OliviaPerry","F","1958-09-14","70000.00","2021-04-09","Westminster","British Columbia","Canada","V3L 1H4"
20376,311,"DestinyLewis","F","1959-05-15","70000.00","2022-04-26","Concord","California","United States","94519"
20377,543,"BrianReed","M","1958-09-24","70000.00","2022-05-27","Lebanon","Oregon","United States","97355"
20378,612,"NathanJai","M","1948-09-21","60000.00","2022-02-15","Burien","Washington","United States","98168"
20379,298,"BrittneyChen","F","1943-05-18","60000.00","2022-08-05","Bellflower","California","United States","90706"
20380,70,"CatherineReed","F","1948-01-31","60000.00","2022-04-21","Westminster","British Columbia","Canada","V3L 1E7"
20381,627,"BlakeBennett","M","1943-12-05","60000.00","2022-10-30","Marysville","Washington","United States","98270"
20382,334,"JackHernandez","M","1944-03-23","70000.00","2022-04-30","Lakewood","California","United States","90712"
20383,637,"RichardHernandez","M","1945-03-02","60000.00","2022-10-26","Seattle","Washington","United States","98104"
20384,329,"LuisGonzalez","M","1944-08-11","60000.00","2022-05-25","Imperial Beach","California","United States","91932"
20385,631,"JasonPatterson","M","1945-04-16","70000.00","2022-05-15","Olympia","Washington","United States","98501"
20386,335,"AnnaRussell","F","1945-05-20","70000.00","2022-05-08","Lemon Grove","California","United States","91945"
20387,301,"JordanAdams","M","1946-05-12","60000.00","2022-07-06","Burbank","California","United States","91502"
20388,609,"NatashaGill","F","1946-05-04","70000.00","2022-09-04","Bellingham","Washington","United States","98225"
20389,607,"LeeRomero","M","1945-08-04","70000.00","2022-11-04","Ballard","Washington","United States","98107"
20390,611,"RossRamos","M","1945-08-11","70000.00","2022-08-25","Bremerton","Washington","United States","98312"
20391,311,"MeghanSerrano","F","1945-11-17","70000.00","2022-02-08","Concord","California","United States","94519"
20392,352,"DestinyRamirez","F","1945-09-08","80000.00","2022-10-28","Palo Alto","California","United States","94303"
20393,326,"KaitlynWhite","F","1945-09-10","80000.00","2023-01-05","Grossmont","California","United States","91941"
20394,631,"EmmaButler","F","1946-10-13","50000.00","2022-07-03","Olympia","Washington","United States","98501"
20395,302,"KatherineRogers","F","1958-02-07","50000.00","2022-07-14","Burlingame","California","United States","94010"
20396,312,"JasonSimmons","M","1946-11-21","50000.00","2022-10-02","Coronado","California","United States","92118"
20397,326,"IsaiahGray","M","1947-03-23","50000.00","2022-10-16","Grossmont","California","United States","91941"
20398,352,"JordanCollins","F","1946-11-29","70000.00","2022-06-09","Palo Alto","California","United States","94303"
20399,626,"BenjaminRodriguez","M","1947-12-14","50000.00","2022-07-21","Lynnwood","Washington","United States","98036"
20400,322,"SydneyHenderson","F","1948-03-20","50000.00","2022-07-06","Fremont","California","United States","94536"
20401,302,"HannahJenkins","F","1947-10-09","50000.00","2022-07-23","Burlingame","California","United States","94010"
20402,33,"VincentLiang","M","1952-01-12","20000.00","2022-06-16","Cranbourne","Victoria","Australia","3977"
20403,26,"MitchellLal","M","1951-08-10","20000.00","2022-12-24","Rockhampton","Queensland","Australia","4700"
20404,29,"JorgeYang","M","1954-02-07","10000.00","2023-01-11","Findon","South Australia","Australia","5023"
20405,358,"IsaiahCampbell","M","1983-12-31","70000.00","2022-05-18","San Carlos","California","United States","94070"
20406,37,"FeliciaMunoz","F","1953-08-04","20000.00","2022-09-08","Seaford","Victoria","Australia","3198"
20407,19,"KristopherVance","M","1965-05-20","20000.00","2022-08-14","Wollongong","New South Wales","Australia","2500"
20408,612,"IsaacMorgan","M","1983-01-14","40000.00","2022-09-01","Burien","Washington","United States","98168"
20409,641,"SophiaYoung","F","1983-05-17","40000.00","2022-08-15","Spokane","Washington","United States","99202"
20410,641,"RichardJackson","M","1982-12-10","40000.00","2022-04-10","Spokane","Washington","United States","99202"
20411,316,"ColeJames","M","1982-12-03","60000.00","2022-05-14","El Cajon","California","United States","92020"
